"LOCATION","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","P51S","Gross fixed capital formation, percentage of GDP","2005","2005",,,"0","Units",,,22.9180202444637,,
"FIN","Finland","P51S","Gross fixed capital formation, percentage of GDP","2006","2006",,,"0","Units",,,22.7638420562531,,
"FIN","Finland","P51S","Gross fixed capital formation, percentage of GDP","2007","2007",,,"0","Units",,,24.1954969209716,,
"FIN","Finland","P51S","Gross fixed capital formation, percentage of GDP","2008","2008",,,"0","Units",,,24.4938614778782,,
"FIN","Finland","P51S","Gross fixed capital formation, percentage of GDP","2009","2009",,,"0","Units",,,22.9549868773625,,
"FIN","Finland","P51S","Gross fixed capital formation, percentage of GDP","2010","2010",,,"0","Units",,,22.2963384234332,,
"FIN","Finland","P51S","Gross fixed capital formation, percentage of GDP","2011","2011",,,"0","Units",,,22.6163900645461,,
"FIN","Finland","P51S","Gross fixed capital formation, percentage of GDP","2012","2012",,,"0","Units",,,23.0778413923805,,
"FIN","Finland","P51S","Gross fixed capital formation, percentage of GDP","2013","2013",,,"0","Units",,,22.0080167970987,,
"FIN","Finland","P51S","Gross fixed capital formation, percentage of GDP","2014","2014",,,"0","Units",,,21.4720368105869,,
"FIN","Finland","P51S","Gross fixed capital formation, percentage of GDP","2015","2015",,,"0","Units",,,21.2299832059985,,
"FIN","Finland","P51S","Gross fixed capital formation, percentage of GDP","2016","2016",,,"0","Units",,,22.7447843396868,,
"FIN","Finland","P51S","Gross fixed capital formation, percentage of GDP","2017","2017",,,"0","Units",,,23.3489909456874,,
"FIN","Finland","P51S","Gross fixed capital formation, percentage of GDP","2018","2018",,,"0","Units",,,24.075010065878,,
"FIN","Finland","P51S","Gross fixed capital formation, percentage of GDP","2019","2019",,,"0","Units",,,23.8261804901233,,
"FIN","Finland","P51S","Gross fixed capital formation, percentage of GDP","2020","2020",,,"0","Units",,,24.0427998890933,,
"FIN","Finland","P51S","Gross fixed capital formation, percentage of GDP","2021","2021",,,"0","Units",,,23.5845259302655,,
"FIN","Finland","P51S","Gross fixed capital formation, percentage of GDP","2022","2022",,,"0","Units",,,24.2263954289118,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2000","2000",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2001","2001",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2002","2002",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2003","2003",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2004","2004",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2005","2005",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2006","2006",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2007","2007",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2008","2008",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2009","2009",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2010","2010",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2011","2011",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2012","2012",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2013","2013",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2014","2014",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2015","2015",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2016","2016",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2017","2017",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2018","2018",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2019","2019",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2020","2020",,,"0","Units",,,100,,
"FRA","France","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2021","2021",,,"0","Units",,,100,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2000","2000",,,"0","Units",,,55.1246746388019,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2001","2001",,,"0","Units",,,55.708496641172,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2002","2002",,,"0","Units",,,54.3152471866885,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2003","2003",,,"0","Units",,,53.0101338744286,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2004","2004",,,"0","Units",,,52.4909560865469,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2005","2005",,,"0","Units",,,52.1656335569284,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2006","2006",,,"0","Units",,,52.4721454342131,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2007","2007",,,"0","Units",,,53.3543379867973,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2008","2008",,,"0","Units",,,54.3470538561185,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2009","2009",,,"0","Units",,,53.0122624730881,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2010","2010",,,"0","Units",,,53.5698658027012,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2011","2011",,,"0","Units",,,54.9702534415447,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2012","2012",,,"0","Units",,,55.2058596564529,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2013","2013",,,"0","Units",,,55.2643421018797,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2014","2014",,,"0","Units",,,56.7094177439711,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2015","2015",,,"0","Units",,,58.2771074395902,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2016","2016",,,"0","Units",,,58.7418082735924,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2017","2017",,,"0","Units",,,59.0080188241122,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2018","2018",,,"0","Units",,,59.2041373472107,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2019","2019",,,"0","Units",,,58.6875953401492,,
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2020","2020",,,"0","Units",,,58.9160410226213,"E","Estimated value"
"FRA","France","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2021","2021",,,"0","Units",,,58.7485647543255,"E","Estimated value"
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2000","2000",,,"0","Units",,,18.3047895683227,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2001","2001",,,"0","Units",,,17.904985812238,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2002","2002",,,"0","Units",,,17.9952750793498,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2003","2003",,,"0","Units",,,18.5558354324097,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2004","2004",,,"0","Units",,,18.5712676861041,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2005","2005",,,"0","Units",,,18.4151594348985,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2006","2006",,,"0","Units",,,17.5102368391244,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2007","2007",,,"0","Units",,,17.0237679948629,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2008","2008",,,"0","Units",,,16.7277499718159,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2009","2009",,,"0","Units",,,19.2920995974913,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2010","2010",,,"0","Units",,,18.8034924399241,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2011","2011",,,"0","Units",,,17.6769952726154,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2012","2012",,,"0","Units",,,18.0208737470849,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2013","2013",,,"0","Units",,,18.0631626766781,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2014","2014",,,"0","Units",,,16.9777773987789,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2015","2015",,,"0","Units",,,15.8424786362761,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2016","2016",,,"0","Units",,,15.4037284922299,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2017","2017",,,"0","Units",,,14.7916731168148,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2018","2018",,,"0","Units",,,14.8563000094266,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2019","2019",,,"0","Units",,,15.5546197489747,,
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2020","2020",,,"0","Units",,,16.0246030038463,"E","Estimated value"
"FRA","France","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2021","2021",,,"0","Units",,,14.7917738976653,"E","Estimated value"
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2000","2000",,,"0","Units",,,26.5705357928754,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2001","2001",,,"0","Units",,,26.3865175465899,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2002","2002",,,"0","Units",,,27.6891771664903,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2003","2003",,,"0","Units",,,28.4337391547719,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2004","2004",,,"0","Units",,,28.9375015450877,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2005","2005",,,"0","Units",,,29.4192070081731,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2006","2006",,,"0","Units",,,30.0176177266625,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2007","2007",,,"0","Units",,,29.6218940183398,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2008","2008",,,"0","Units",,,28.9254088823563,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2009","2009",,,"0","Units",,,27.6956379294206,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2010","2010",,,"0","Units",,,27.6266417573747,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2011","2011",,,"0","Units",,,27.3527512858399,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2012","2012",,,"0","Units",,,26.7732665964622,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2013","2013",,,"0","Units",,,26.6724952214422,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2014","2014",,,"0","Units",,,26.3128048572501,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2015","2015",,,"0","Units",,,25.8804139241337,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2016","2016",,,"0","Units",,,25.8544632341777,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2017","2017",,,"0","Units",,,26.200308059073,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2018","2018",,,"0","Units",,,25.9395626433627,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2019","2019",,,"0","Units",,,25.7577849108761,,
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2020","2020",,,"0","Units",,,25.0593559735323,"E","Estimated value"
"FRA","France","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2021","2021",,,"0","Units",,,26.4596613480091,"E","Estimated value"
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2000","2000",,,"0","Units",,,21.5142856176682,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2001","2001",,,"0","Units",,,21.5133272656352,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2002","2002",,,"0","Units",,,20.9533268380915,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2003","2003",,,"0","Units",,,21.0348409790846,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2004","2004",,,"0","Units",,,21.3646678822243,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2005","2005",,,"0","Units",,,21.7973786811861,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2006","2006",,,"0","Units",,,22.4507629517285,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2007","2007",,,"0","Units",,,23.1826657600857,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2008","2008",,,"0","Units",,,23.5961011453638,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2009","2009",,,"0","Units",,,22.0675038808689,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2010","2010",,,"0","Units",,,22.1054193151969,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2011","2011",,,"0","Units",,,22.4238705499354,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2012","2012",,,"0","Units",,,22.4581147872179,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2013","2013",,,"0","Units",,,22.0418677784553,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2014","2014",,,"0","Units",,,21.8196872681433,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2015","2015",,,"0","Units",,,21.4992776669917,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2016","2016",,,"0","Units",,,21.8153920386871,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2017","2017",,,"0","Units",,,22.4956708957959,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2018","2018",,,"0","Units",,,22.8926343012712,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2019","2019",,,"0","Units",,,23.4774279168128,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2020","2020",,,"0","Units",,,23.2742493847699,,
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2021","2021",,,"0","Units",,,24.4671913954498,"E","Estimated value"
"FRA","France","P51S","Gross fixed capital formation, percentage of GDP","2022","2022",,,"0","Units",,,25.197833194144,"E","Estimated value"
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2000","2000",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2001","2001",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2002","2002",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2003","2003",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2004","2004",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2005","2005",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2006","2006",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2007","2007",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2008","2008",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2009","2009",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2010","2010",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2011","2011",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2012","2012",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2013","2013",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2014","2014",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2015","2015",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2016","2016",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2017","2017",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2018","2018",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2019","2019",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2020","2020",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2021","2021",,,"0","Units",,,100,,
"DEU","Germany","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2022","2022",,,"0","Units",,,100,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2000","2000",,,"0","Units",,,58.2982223662672,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2001","2001",,,"0","Units",,,58.8504459567993,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2002","2002",,,"0","Units",,,58.0900789281507,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2003","2003",,,"0","Units",,,58.0931602790362,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2004","2004",,,"0","Units",,,59.2390574573203,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2005","2005",,,"0","Units",,,59.9602780081277,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2006","2006",,,"0","Units",,,59.5903157850164,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2007","2007",,,"0","Units",,,60.5025103575938,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2008","2008",,,"0","Units",,,60.7942160061739,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2009","2009",,,"0","Units",,,57.7963720630178,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2010","2010",,,"0","Units",,,58.2115462897188,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2011","2011",,,"0","Units",,,57.9926043510035,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2012","2012",,,"0","Units",,,57.8658019599302,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2013","2013",,,"0","Units",,,57.5762287756926,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2014","2014",,,"0","Units",,,58.4502228699513,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2015","2015",,,"0","Units",,,59.427303758773,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2016","2016",,,"0","Units",,,58.8987252848111,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2017","2017",,,"0","Units",,,59.5858900305304,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2018","2018",,,"0","Units",,,59.3279534628508,,
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2019","2019",,,"0","Units",,,59.7870847202372,"E","Estimated value"
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2020","2020",,,"0","Units",,,57.2471259137102,"E","Estimated value"
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2021","2021",,,"0","Units",,,57.0905481472409,"E","Estimated value"
"DEU","Germany","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2022","2022",,,"0","Units",,,56.6566487398503,"E","Estimated value"
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2000","2000",,,"0","Units",,,10.0516510701495,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2001","2001",,,"0","Units",,,10.3977681024644,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2002","2002",,,"0","Units",,,10.9063737138284,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2003","2003",,,"0","Units",,,10.8448440380571,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2004","2004",,,"0","Units",,,10.1669684075029,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2005","2005",,,"0","Units",,,10.1002441963284,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2006","2006",,,"0","Units",,,10.3320876957115,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2007","2007",,,"0","Units",,,9.83318140201028,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2008","2008",,,"0","Units",,,10.4022529414154,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2009","2009",,,"0","Units",,,12.3376595816922,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2010","2010",,,"0","Units",,,12.0635021989512,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2011","2011",,,"0","Units",,,11.396006203743,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2012","2012",,,"0","Units",,,10.8989974492585,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2013","2013",,,"0","Units",,,10.9481680071492,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2014","2014",,,"0","Units",,,10.4654274586007,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2015","2015",,,"0","Units",,,10.6901867832219,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2016","2016",,,"0","Units",,,10.7843953864457,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2017","2017",,,"0","Units",,,10.9213706896035,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2018","2018",,,"0","Units",,,11.2394719432843,,
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2019","2019",,,"0","Units",,,11.2861532327264,"E","Estimated value"
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2020","2020",,,"0","Units",,,12.4329787393007,"E","Estimated value"
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2021","2021",,,"0","Units",,,11.9469918500033,"E","Estimated value"
"DEU","Germany","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2022","2022",,,"0","Units",,,11.7971977314095,"E","Estimated value"
"DEU","Germany","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2000","2000",,,"0","Units",,,31.6501265635833,,
"DEU","Germany","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2001","2001",,,"0","Units",,,30.7517859407364,,
"DEU","Germany","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2002","2002",,,"0","Units",,,31.0035473580209,,
"DEU","Germany","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2003","2003",,,"0","Units",,,31.0619956829067,,
"DEU","Germany","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2004","2004",,,"0","Units",,,30.5939741351768,,
"DEU","Germany","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2005","2005",,,"0","Units",,,29.939477795544,,
"DEU","Germany","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2006","2006",,,"0","Units",,,30.0775965192721,,
"DEU","Germany","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2007","2007",,,"0","Units",,,29.6643082403959,,
"DEU","Germany","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2008","2008",,,"0","Units",,,28.8035310524107,,
"DEU","Germany","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2009","2009",,,"0","Units",,,29.86596835529,,
"DEU","Germany","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2010","2010",,,"0","Units",,,29.72495151133,,
