STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2005,,309212.867,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2005,,238691.186,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2005,,1213618.157,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2005,,4110440.486,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2005,,281028.396,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2005,,22045.99888,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2005,,34152.881663,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2005,,35024.557484,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2005,,719977.551,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2021,,23664.397519,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,GFCFSECTOR,Investment by sector,GG,General government,PC_GFCF,% of GFCF,A,Annual,2021,,14.485749422857,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,GFCFSECTOR,Investment by sector,HH,Household,PC_GFCF,% of GFCF,A,Annual,2021,,25.0068405691354,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GFCFSECTOR,Investment by sector,CORP,Corporate,PC_GFCF,% of GFCF,A,Annual,2021,,50.7695657772225,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GFCFSECTOR,Investment by sector,HH,Household,PC_GFCF,% of GFCF,A,Annual,2021,,18.2284690605004,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,GFCFSECTOR,Investment by sector,CORP,Corporate,PC_GFCF,% of GFCF,A,Annual,2021,,57.3856772923866,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,GFCFSECTOR,Investment by sector,HH,Household,PC_GFCF,% of GFCF,A,Annual,2021,,17.8913606500075,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,GFCFSECTOR,Investment by sector,HH,Household,PC_GFCF,% of GFCF,A,Annual,2021,,32.4861039559665,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,GFCFSECTOR,Investment by sector,GG,General government,PC_GFCF,% of GFCF,A,Annual,2021,,12.7950358580888,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,9.367404,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,129987.23,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GFCFSECTOR,Investment by sector,HH,Household,PC_GFCF,% of GFCF,A,Annual,2021,,24.9022525857565,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,GFCFSECTOR,Investment by sector,HH,Household,PC_GFCF,% of GFCF,A,Annual,2021,,22.75829298175,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,GFCFSECTOR,Investment by sector,GG,General government,PC_GFCF,% of GFCF,A,Annual,2021,,14.6737328479914,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GFCFSECTOR,Investment by sector,CORP,Corporate,PC_GFCF,% of GFCF,A,Annual,2021,,52.0382422142586,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,GFCF,Investment (GFCF),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,101626.293,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,13.582788,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,5.718904,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GFCF,Investment (GFCF),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,4939579,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GFCF,Investment (GFCF),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,626270.328,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,3.470895,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,-0.093744,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,0.967368,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,GFCF,Investment (GFCF),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,379624.49,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2021,,45076.643823,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2021,,28874.089309,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2021,,31605.63229,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2021,,40022.850204,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2021,,61484.765866,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,409262.845,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,508670.374,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,2126695.672,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,567988.073,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,GFCFSECTOR,Investment by sector,CORP,Corporate,PC_GFCF,% of GFCF,A,Annual,2021,,64.0870790315362,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,7.834191,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,GFCF,Investment (GFCF),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,20599.33,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2021,,36806.778478,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,GFCFSECTOR,Investment by sector,GG,General government,PC_GFCF,% of GFCF,A,Annual,2021,,13.7809659937781,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,GFCFSECTOR,Investment by sector,CORP,Corporate,PC_GFCF,% of GFCF,A,Annual,2021,,62.6337964643631,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,GFCFSECTOR,Investment by sector,GG,General government,PC_GFCF,% of GFCF,A,Annual,2021,,23.1033821395833,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GFCFSECTOR,Investment by sector,GG,General government,PC_GFCF,% of GFCF,A,Annual,2021,,15.712902174306,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,GFCFSECTOR,Investment by sector,GG,General government,PC_GFCF,% of GFCF,A,Annual,2021,,18.4728272907199,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GFCFSECTOR,Investment by sector,CORP,Corporate,PC_GFCF,% of GFCF,A,Annual,2021,,57.34052747699,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GFCFSECTOR,Investment by sector,GG,General government,PC_GFCF,% of GFCF,A,Annual,2021,,17.7572199372535,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,GFCFSECTOR,Investment by sector,HH,Household,PC_GFCF,% of GFCF,A,Annual,2021,,35.9068254828603,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,GFCFSECTOR,Investment by sector,CORP,Corporate,PC_GFCF,% of GFCF,A,Annual,2021,,59.0052572104092,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,GFCFSECTOR,Investment by sector,GG,General government,PC_GFCF,% of GFCF,A,Annual,2021,,16.2067189067542,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,GFCFSECTOR,Investment by sector,HH,Household,PC_GFCF,% of GFCF,A,Annual,2021,,23.9794884926125,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,12.626185,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,15.711625,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,GFCF,Investment (GFCF),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,39540.131,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,GFCF,Investment (GFCF),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,61219.587,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,16.940407,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,GFCF,Investment (GFCF),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,75619.655,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,GFCF,Investment (GFCF),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,132295.564,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2021,,46509.821683,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,660103.423,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,401863.609,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,1527352.009,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,2514546.075,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,5566714.339,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,574387.948,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2021,,69911.657911,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2021,,47551.224006,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2021,,55634.07018,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2021,,63451.578373,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2021,,1649096.43,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2007,,12292.272774,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2007,,53356.257,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GFCFSECTOR,Investment by sector,GG,General government,PC_GFCF,% of GFCF,A,Annual,2007,,14.6539300189574,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,22.361759,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,GFCFSECTOR,Investment by sector,GG,General government,PC_GFCF,% of GFCF,A,Annual,2007,,16.3611995309097,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GFCFSECTOR,Investment by sector,HH,Household,PC_GFCF,% of GFCF,A,Annual,2007,,18.4371834061773,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GFCFSECTOR,Investment by sector,GG,General government,PC_GFCF,% of GFCF,A,Annual,2007,,15.7101936608755,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,GFCFSECTOR,Investment by sector,GG,General government,PC_GFCF,% of GFCF,A,Annual,2007,,16.2727370285657,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GFCFSECTOR,Investment by sector,CORP,Corporate,PC_GFCF,% of GFCF,A,Annual,2007,,60.5025103575938,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,GFCFSECTOR,Investment by sector,HH,Household,PC_GFCF,% of GFCF,A,Annual,2007,,29.5804520248326,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,GFCFSECTOR,Investment by sector,HH,Household,PC_GFCF,% of GFCF,A,Annual,2007,,35.951766654898,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GFCFSECTOR,Investment by sector,CORP,Corporate,PC_GFCF,% of GFCF,A,Annual,2007,,51.8849243414908,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,GFCFSECTOR,Investment by sector,GG,General government,PC_GFCF,% of GFCF,A,Annual,2007,,9.02819911551543,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GFCFSECTOR,Investment by sector,HH,Household,PC_GFCF,% of GFCF,A,Annual,2007,,29.6218940183398,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,GFCFSECTOR,Investment by sector,GG,General government,PC_GFCF,% of GFCF,A,Annual,2007,,20.5153542612701,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,GFCF,Investment (GFCF),TOT,Total,MLN_USD,Million US dollars,A,Annual,2007,,17651.545,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,GFCFSECTOR,Investment by sector,GG,General government,PC_GFCF,% of GFCF,A,Annual,2007,,11.3632197792622,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,GFCFSECTOR,Investment by sector,HH,Household,PC_GFCF,% of GFCF,A,Annual,2007,,26.0628413440578,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GFCFSECTOR,Investment by sector,GG,General government,PC_GFCF,% of GFCF,A,Annual,2007,,9.83318140201028,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,GFCFSECTOR,Investment by sector,CORP,Corporate,PC_GFCF,% of GFCF,A,Annual,2007,,50.3009166169761,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,GFCF,Investment (GFCF),TOT,Total,MLN_USD,Million US dollars,A,Annual,2007,,46554.064,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,8.280307,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,GFCF,Investment (GFCF),TOT,Total,MLN_USD,Million US dollars,A,Annual,2007,,61083.205,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,19.043911,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,GFCF,Investment (GFCF),TOT,Total,MLN_USD,Million US dollars,A,Annual,2007,,167703.818,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,14.784461,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,6.999101,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,GFCF,Investment (GFCF),TOT,Total,MLN_USD,Million US dollars,A,Annual,2007,,7730.019,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GFCF,Investment (GFCF),TOT,Total,MLN_USD,Million US dollars,A,Annual,2007,,432259.727,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GFCF,Investment (GFCF),TOT,Total,MLN_USD,Million US dollars,A,Annual,2007,,506498.309,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,13.284251,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,GFCF,Investment (GFCF),TOT,Total,MLN_USD,Million US dollars,A,Annual,2007,,303778.741,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,4.644313,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2007,,35021.732224,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2007,,33964.204569,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2007,,19098.626278,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2007,,34136.130853,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,GDP,Gross domestic product (GDP),TOT,Total,MLN_USD,Million US dollars,A,Annual,2007,,200161.833,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,GFCFSECTOR,Investment by sector,CORP,Corporate,PC_GFCF,% of GFCF,A,Annual,2007,,62.2582729179147,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,GFCFSECTOR,Investment by sector,HH,Household,PC_GFCF,% of GFCF,A,Annual,2007,,13.0445350993908,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,GFCFSECTOR,Investment by sector,HH,Household,PC_GFCF,% of GFCF,A,Annual,2007,,21.1497096382445,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,GFCFSECTOR,Investment by sector,HH,Household,PC_GFCF,% of GFCF,A,Annual,2007,,14.8840712277315,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,GFCFSECTOR,Investment by sector,HH,Household,PC_GFCF,% of GFCF,A,Annual,2007,,23.1622572138114,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,GFCFSECTOR,Investment by sector,CORP,Corporate,PC_GFCF,% of GFCF,A,Annual,2007,,72.5525624025303,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,GFCFSECTOR,Investment by sector,HH,Household,PC_GFCF,% of GFCF,A,Annual,2007,,14.2179527763169,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,GDP,Gross domestic product (GDP),TOT,Total,USD_CAP,US dollars/capita,A,Annual,2007,,19096.932934,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,GFCFSECTOR,Investment by sector,CORP,Corporate,PC_GFCF,% of GFCF,A,Annual,2007,,56.0192651834832,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Switzerland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,5.017447,,A,,,,,,,
